category,omics,timepoint,ontology,experiment_id,term_id,term_name,expected_direction,up_signed_score,down_signed_score,up_contribution,down_contribution,max_abs_contribution,contributing_cluster
axenic_dying,Prot,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko03010,Ribosome,down,-0.0,-1.7267191696635082,0.0,1.7267191696635082,1.7267191696635082,DOWN
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.021208165063123,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,0.132769582936358,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,0.021208165063123,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-0.9870566317228366,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-3.244404049520657,0.0,3.244404049520657,3.244404049520657,DOWN
axenic_dead,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-3.761227985199203,0.0,3.761227985199203,3.761227985199203,DOWN
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,0.1354479296799175,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko01200,Carbon metabolism,down,0.1026730302451115,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko03010,Ribosome,down,0.0978830905634731,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.7511458879075235,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,0.3394044853012153,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-1.460158894298037,0.0,1.460158894298037,1.460158894298037,DOWN
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.8848364808008893,0.0,1.8848364808008893,1.8848364808008893,DOWN
axenic_dead,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,0.3394044853012153,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-3.058423337350661,0.0,3.058423337350661,3.058423337350661,DOWN
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,0.0006222557378081,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0006222557378081,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,0.0,0.0,0.0,0.0,-
axenic_dead,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,kegg.pathway:ko03010,Ribosome,down,0.6888948809849804,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,1.4919570248198295,0.0,1.4919570248198295,0.0,1.4919570248198295,UP
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,14.772891493368078,0.0,10.0,0.0,10.0,UP
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,-2.1009764106762567,0.0,2.1009764106762567,2.1009764106762567,DOWN
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,5.43036485237694,0.0,5.43036485237694,0.0,5.43036485237694,UP
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,-2.189245571831747,0.0,2.189245571831747,2.189245571831747,DOWN
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,1.2735331037804598,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,12.29635891186574,0.0,10.0,0.0,10.0,UP
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-0.9068650605316332,0.0,0.0,0.0,-
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.1461400367968553,0.0,0.0,0.0,-
coculture,Prot,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,-22.53397833697532,0.0,10.0,10.0,DOWN
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-4.067676503739617,0.0,4.067676503739617,4.067676503739617,DOWN
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,2.8541812266101907,0.0,2.8541812266101907,0.0,2.8541812266101907,UP
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko01200,Carbon metabolism,down,0.1842254214261062,0.0,0.0,0.0,0.0,-
coculture,Prot,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,-23.63205015930645,0.0,10.0,10.0,DOWN
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,1.3050618881742844,0.0,1.3050618881742844,0.0,1.3050618881742844,UP
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,7.707278026041056,0.0,7.707278026041056,0.0,7.707278026041056,UP
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,2.038219869590544,0.0,-2.038219869590544,0.0,-2.038219869590544,UP
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.3899598080454418,0.0,1.3899598080454418,1.3899598080454418,DOWN
coculture,Prot,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-1.4967325292393574,0.0,1.4967325292393574,1.4967325292393574,DOWN
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,2.2739040542246824,0.0,2.2739040542246824,0.0,2.2739040542246824,UP
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.0976028766525513,0.0,0.0,0.0,-
coculture,Prot,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,-0.227886540891611,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,0.8232293683303005,0.0,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,6.997835189713854,0.0,6.997835189713854,0.0,6.997835189713854,UP
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,0.5985183934538096,0.0,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-0.1273448353198311,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.1839228445997925,0.0,0.0,0.0,-
coculture,Prot,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-2.6390349622221065,0.0,2.6390349622221065,2.6390349622221065,DOWN
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,-0.1095541548062263,0.0,0.0,0.0,-
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,2.048047559838242,0.0,2.048047559838242,0.0,2.048047559838242,UP
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.7878522749242738,0.0,0.0,0.0,-
coculture,Prot,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,1.6005385256227391,0.0,1.6005385256227391,0.0,1.6005385256227391,UP
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,8.311446908895451,0.0,8.311446908895451,0.0,8.311446908895451,UP
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,1.2906512830305716,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.2958139465680605,0.0,0.0,0.0,-
coculture,Prot,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-2.255749920713489,0.0,2.255749920713489,2.255749920713489,DOWN
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,2.1022575526879312,0.0,2.1022575526879312,0.0,2.1022575526879312,UP
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.4324854045079119,0.0,0.0,0.0,-
coculture,Prot,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,-0.5764177830063322,0.0,0.0,0.0,-
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,0.4469131759641474,0.0,0.0,0.0,0.0,-
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,1.819659905827804,0.0,1.819659905827804,0.0,1.819659905827804,UP
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,-4.5159933428897325,0.0,4.5159933428897325,4.5159933428897325,DOWN
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,-2.228001752143667,0.0,2.228001752143667,2.228001752143667,DOWN
