seed,pool,organism,genus,identity,coverage,tier,in_cyanorak,is_mag,keep,n_papers
PMT1742,pro,Chlamydia trachomatis D/UW-3/CX,Chlamydia,61,99,out,False,False,False,1
PMT1742,pro,Lactobacillus casei ATCC 334,Lactobacillus,66,99,out,False,False,False,1
PMT1742,pro,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Deinococcus,62,90,out,False,False,False,0
PMT1742,pro,Acinetobacter sp. ADP1,Acinetobacter,65,99,other_proteo,False,False,False,1
PMT1742,pro,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,Fusobacterium,61,99,out,False,False,False,1
PMT1742,pro,Triticum aestivum,Triticum,59,98,out,False,False,False,2
PMT1742,pro,Helicobacter pylori 26695,Helicobacter,63,99,other_proteo,False,False,False,6
PMT1742,pro,Acinetobacter baumannii,Acinetobacter,63,99,other_proteo,False,False,False,2
PMT1742,pro,Flavobacterium psychrophilum JIP02/86,Flavobacterium,66,99,out,False,False,False,1
PMT1742,pro,Dinoroseobacter shibae DFL 12,Dinoroseobacter,62,99,other_proteo,False,False,False,1
PMT1742,pro,Limosilactobacillus reuteri,Limosilactobacillus,63,99,out,False,False,False,1
PMT1742,pro,Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85),Xanthomonas,63,99,other_proteo,False,False,False,1
PMT1742,pro,Brucella melitensis biovar Abortus 2308,Brucella,63,99,other_proteo,False,False,False,1
PMT1742,pro,Treponema pallidum (strain Nichols),Treponema,63,99,out,False,False,False,1
PMT1742,pro,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),Lactiplantibacillus,63,99,out,False,False,False,4
PMT1742,pro,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas,62,99,kg_genus,False,False,False,5
PMT1742,pro,Lactiplantibacillus pentosus,Lactiplantibacillus,62,99,out,False,False,False,1
PMT1742,pro,Xylella fastidiosa Temecula1,Xylella,63,99,other_proteo,False,False,False,2
PMT1742,pro,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legionella,64,100,other_proteo,False,False,False,1
PMT1742,pro,Agrobacterium fabrum (strain C58 / ATCC 33970),Agrobacterium,61,99,other_proteo,False,False,False,1
PMT1742,pro,Pseudomonas syringae pv. syringae B728a,Pseudomonas,61,99,kg_genus,False,False,False,6
PMT1742,pro,Triticum urartu,Triticum,60,61,out,False,False,False,1
PMT1742,pro,Rhizobium johnstonii (strain DSM 114642 / LMG 32736 / 3841),Rhizobium,61,99,other_proteo,False,False,False,1
PMT1742,pro,Sinorhizobium meliloti 1021,Sinorhizobium,61,99,other_proteo,False,False,False,2
PMT1742,pro,Sodalis glossinidius str. 'morsitans',Sodalis,60,98,other_proteo,False,False,False,1
PMT1742,pro,Bradyrhizobium japonicum USDA 110,Bradyrhizobium,61,99,other_proteo,False,False,False,1
PMT1742,pro,Nitrobacter winogradskyi Nb-255,Nitrobacter,61,99,other_proteo,False,False,False,1
PMT1742,pro,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),Rhodopseudomonas,61,99,other_proteo,False,False,False,1
PMT1742,pro,Adiantum capillus-veneris (Maidenhair fern),Adiantum,66,99,out,False,False,False,0
PMT1742,pro,Escherichia coli K-12 substr. MG1655,Escherichia,60,98,other_proteo,False,False,False,17
PMT1742,pro,Mycobacterium smegmatis str. MC2 155,Mycobacterium,69,99,out,False,False,False,1
PMT1742,pro,Neisseria gonorrhoeae FA 1090,Neisseria,62,99,other_proteo,False,False,False,2
PMT1742,pro,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Mycobacterium,68,99,out,False,False,False,9
PMT1742,pro,Shewanella oneidensis MR-1,Shewanella,61,99,kg_genus,False,False,False,2
PMT1742,pro,Francisella tularensis subsp. holarctica OSU18,Francisella,61,99,other_proteo,False,False,False,2
PMT1742,pro,Neisseria meningitidis MC58,Neisseria,62,99,other_proteo,False,False,False,2
PMT1742,pro,Mycobacterium abscessus ATCC 19977,Mycobacterium,67,99,out,False,False,False,1
PMT1742,pro,Porphyromonas gingivalis W83,Porphyromonas,64,100,out,False,False,False,3
PMT1742,pro,Enterobacter cloacae subsp. cloacae ATCC 13047,Enterobacter,59,98,other_proteo,False,False,False,1
PMT1742,pro,Salmonella typhimurium LT2,Salmonella,59,98,other_proteo,False,False,False,3
PMT1742,pro,Yersinia pseudotuberculosis IP 32953,Yersinia,59,98,other_proteo,False,False,False,3
PMT1742,pro,Vibrio fischeri ES114,Vibrio,60,98,other_proteo,False,False,False,1
PMT1742,pro,Vibrio cholerae O1 biovar eltor str. N16961,Vibrio,60,98,other_proteo,False,False,False,1
PMT1742,pro,Haemophilus influenzae Rd KW20,Haemophilus,59,98,other_proteo,False,False,False,3
PMT1742,pro,Paracidovorax citrulli,Paracidovorax,61,99,other_proteo,False,False,False,1
PMT1742,pro,Photobacterium damselae subsp. damselae CIP 102761,Photobacterium,59,98,other_proteo,False,False,False,1
PMT1742,pro,Bifidobacterium longum NCC2705,Bifidobacterium,66,99,out,False,False,False,1
PMT1742,pro,Candidatus Sulcia muelleri str. Hc (Homalodisca coagulata),Candidatus,56,100,other_proteo,False,True,False,3
PMT1742,pro,Erwinia amylovora CFBP1430,Erwinia,58,98,other_proteo,False,False,False,1
PMT1742,pro,Ralstonia metallidurans CH34,Ralstonia,60,99,other_proteo,False,False,False,1
PMT1742,pro,Bordetella pertussis Tohama I,Bordetella,59,99,other_proteo,False,False,False,1
PMT1742,pro,Candidatus Thioglobus autotrophicus,Candidatus,58,99,other_proteo,False,True,False,1
PMT1742,pro,Rickettsia rickettsii str. 'Sheila Smith',Rickettsia,56,99,other_proteo,False,False,False,1
PMT1742,pro,Pirellula sp. 1,Pirellula,64,99,out,False,False,False,1
PMT1742,pro,Geobacter sulfurreducens PCA,Geobacter,59,99,other_proteo,False,False,False,1
PMT1742,pro,Helicobacter pylori J99,Helicobacter,62,99,other_proteo,False,False,False,1
PMT1742,pro,Arabidopsis thaliana (Mouse-ear cress),Arabidopsis,49,69,out,False,False,False,6
PMT1742,pro,Zea mays,Zea,45,71,out,False,False,False,1
PMT1742,pro,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Schizosaccharomyces,45,96,out,False,False,False,0
PMT1742,pro,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),Neurospora,41,90,out,False,False,False,0
PMT1742,pro,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),Pyrococcus,48,79,out,False,False,False,1
PMT1742,pro,Cryptococcus neoformans var. neoformans JEC21,Cryptococcus,40,81,out,False,False,False,1
PMT1742,pro,Arabidopsis thaliana (Mouse-ear cress),Arabidopsis,38,61,out,False,False,False,3
PMT1742,pro,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui),Haloarcula,38,91,out,False,False,False,2
PMT1742,pro,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),Saccharolobus,42,87,out,False,False,False,1
PMT1742,pro,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1),Halobacterium,37,91,out,False,False,False,1
PMT1742,pro,Toxoplasma gondii,Toxoplasma,36,100,out,False,False,False,1
PMT1742,pro,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces,40,88,out,False,False,False,6
PMT1742,pro,Cryptococcus neoformans H99,Cryptococcus,41,81,out,False,False,False,2
PMT1742,pro,Methanococcus maripaludis S2,Methanococcus,37,77,out,False,False,False,2
PMT1742,pro,Trypanosoma cruzi (strain CL Brener),Trypanosoma,35,83,out,False,False,False,1
PMT1742,pro,Trypanosoma brucei gambiense (strain MHOM/CI/86/DAL972),Trypanosoma,35,83,out,False,False,False,1
PMT1742,pro,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Schizosaccharomyces,33,84,out,False,False,False,2
PMT1742,pro,Vairimorpha ceranae,Vairimorpha,39,73,out,False,False,False,0
PMT1742,pro,Nosema ceranae,Nosema,40,82,out,False,False,False,2
PMT1742,pro,Leishmania major strain Friedlin,Leishmania,33,83,out,False,False,False,2
PMT1742,pro,Cryptosporidium parvum Iowa II,Cryptosporidium,33,79,out,False,False,False,1
PMT1742,pro,Phytophthora infestans,Phytophthora,34,82,out,False,False,False,2
PMT1742,pro,Entamoeba histolytica HM-1:IMSS,Entamoeba,34,86,out,False,False,False,2
PMT1742,pro,Plasmodium falciparum 3D7,Plasmodium,32,83,out,False,False,False,1
PMT1742,pro,Caenorhabditis elegans,Caenorhabditis,37,69,out,False,False,False,2
PMT1742,pro,Plasmodium berghei ANKA,Plasmodium,34,83,out,False,False,False,1
PMT1742,pro,Aspergillus oryzae RIB40,Aspergillus,36,73,out,False,False,False,1
PMT1742,pro,Cryptococcus neoformans H99,Cryptococcus,34,83,out,False,False,False,2
PMT1742,pro,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H),Methanothermobacter,39,77,out,False,False,False,1
PMT1742,pro,Brassica campestris,Brassica,36,10,out,False,False,False,1
PMT1742,pro,Ogataea parapolymorpha DL-1,Ogataea,32,77,out,False,False,False,1
PMT1742,pro,Drosophila melanogaster,Drosophila,39,69,out,False,False,False,1
PMT1742,pro,Ixodes scapularis,Ixodes,38,71,out,False,False,False,1
PMT1742,pro,Aspergillus niger,Aspergillus,36,73,out,False,False,False,1
PMT1742,pro,Aspergillus fumigatus Af293,Aspergillus,36,80,out,False,False,False,5
PMT1742,pro,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces,36,72,out,False,False,False,22
PMT1742,pro,Magallana gigas,Magallana,36,70,out,False,True,False,1
PMT1742,pro,Nicotiana tabacum,Nicotiana,34,81,out,False,False,False,1
PMT1742,pro,Zea mays,Zea,33,91,out,False,False,False,1
PMT1742,pro,Aspergillus fischeri,Aspergillus,36,73,out,False,False,False,0
PMT1742,pro,Oryctolagus cuniculus (Rabbit),Oryctolagus,37,71,out,False,False,False,34
PMT1742,pro,Rattus norvegicus,Rattus,37,71,out,False,False,False,1
PMT1742,pro,Picea mariana,Picea,33,86,out,False,False,False,1
PMT1742,pro,Zea mays,Zea,33,81,out,False,False,False,3
PMT1742,pro,Arabidopsis thaliana,Arabidopsis,33,91,out,False,False,False,3
PMT1742,pro,Arabidopsis thaliana,Arabidopsis,33,81,out,False,False,False,23
PMT1742,pro,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL),Puccinia,34,85,out,False,False,False,1
PMT1742,pro,Helianthus annuus,Helianthus,33,81,out,False,False,False,4
PMT1742,pro,Medicago truncatula,Medicago,33,81,out,False,False,False,1
PMT1742,pro,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Candida,34,72,out,False,False,False,0
PMT1742,pro,Paracoccidioides brasiliensis Pb18,Paracoccidioides,36,80,out,False,False,False,3
PMT1742,pro,Triticum aestivum,Triticum,35,69,out,False,False,False,1
PMT1742,pro,Ctenocephalides felis,Ctenocephalides,41,60,out,False,False,False,1
PMT1742,pro,Syntrichia ruralis,Syntrichia,32,83,out,False,False,False,2
PMT1742,pro,Bos taurus (Bovine),Bos,32,80,out,False,False,False,0
PMT1742,pro,Macaca mulatta,Macaca,31,80,out,False,False,False,1
PMT1742,pro,Homo sapiens (Human),Homo,31,80,out,False,False,False,5
PMT1742,pro,Ichthyophthirius multifiliis,Ichthyophthirius,27,91,out,False,False,False,1
PMT9312_0549,pro,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4),Prochlorococcus,99,100,cyano,True,False,True,0
PMT9312_0549,pro,Prochlorococcus marinus (strain MIT 9313),Prochlorococcus,98,100,cyano,True,False,True,1
PMT9312_0549,pro,Synechococcus sp. (strain WH7803),Synechococcus,98,100,cyano,True,False,True,0
PMT9312_0549,pro,Prochlorococcus marinus sp. MED4,Prochlorococcus,99,95,cyano,True,False,True,3
PMT9312_0549,pro,Thiocapsa bogorovii,Thiocapsa,93,93,other_proteo,False,False,False,1
PMT9312_0549,pro,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) (Thiomicrospira crunogena),Hydrogenovibrio,92,92,other_proteo,False,False,False,0
PMT9312_0549,pro,Prochlorococcus marinus str. MIT 9313,Prochlorococcus,92,43,cyano,True,False,True,1
PMT9312_0549,pro,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) (Thiomicrospira crunogena),Hydrogenovibrio,95,84,other_proteo,False,False,False,0
PMT9312_0549,pro,Thioalkalivibrio sp. K90mix,Thioalkalivibrio,88,89,other_proteo,False,False,False,1
PMT9312_0549,pro,Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) (Thiobacillus neapolitanus),Halothiobacillus,90,85,other_proteo,False,False,False,2
PMT9312_0549,pro,Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) (Thiobacillus neapolitanus),Halothiobacillus,90,87,other_proteo,False,False,False,1
PMT9312_0549,pro,Acidithiobacillus ferrooxidans ATCC 23270,Acidithiobacillus,92,78,other_proteo,False,False,False,2
PMT9312_0549,pro,Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2) (Thiobacillus neapolitanus),Halothiobacillus,93,84,other_proteo,False,False,False,1
PMT9312_0549,pro,Acidithiobacillus ferrooxidans ATCC 23270,Acidithiobacillus,92,84,other_proteo,False,False,False,1
PMT9312_0549,pro,Acidihalobacter yilgarnensis,Acidihalobacter,95,82,other_proteo,False,False,False,1
PMT9312_0549,pro,Acidithiobacillus ferrooxidans ATCC 23270,Acidithiobacillus,91,84,other_proteo,False,False,False,3
PMT9312_0549,pro,Clostridium perfringens ATCC 13124,Clostridium,69,83,out,False,False,False,1
PMT9312_0549,pro,Clostridium autoethanogenum DSM 10061,Clostridium,68,83,out,False,False,False,2
PMT9312_0549,pro,Clostridium autoethanogenum DSM 10061,Clostridium,67,83,out,False,False,False,1
PMT9312_0549,pro,Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),Haliangium,59,92,out,False,False,False,2
PMT9312_0549,pro,Clostridium ljungdahlii DSM 13528,Clostridium,68,83,out,False,False,False,3
PMT9312_0549,pro,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,Fusobacterium,66,83,out,False,False,False,1
PMT9312_0549,pro,Clostridioides difficile (strain 630) (Peptoclostridium difficile),Clostridioides,67,83,out,False,False,False,6
PMT9312_0549,pro,Proteus mirabilis HI4320,Proteus,57,83,other_proteo,False,False,False,5
PMT9312_0549,pro,Enterococcus faecalis V583,Enterococcus,68,83,out,False,False,False,4
PMT9312_0549,pro,Proteus mirabilis HI4320,Proteus,58,83,other_proteo,False,False,False,2
PMT9312_0549,pro,Proteus mirabilis HI4320,Proteus,57,83,other_proteo,False,False,False,2
PMT9312_0549,pro,Sporomusa malonica,Sporomusa,66,83,out,False,False,False,1
PMT9312_0549,pro,Listeria monocytogenes EGD-e,Listeria,66,83,out,False,False,False,1
PMT9312_0549,pro,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),Thermosynechococcus,55,85,cyano,False,False,True,1
PMT9312_0549,pro,Cyanothece sp. ATCC 51142,Cyanothece,55,85,cyano,False,False,True,1
PMT9312_0549,pro,Bilophila wadsworthia 3_1_6,Bilophila,65,80,out,False,False,False,1
PMT9312_0549,pro,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis,54,85,cyano,False,False,True,9
PMT9312_0549,pro,Clostridium phytofermentans ISDg,Clostridium,64,52,out,False,False,False,3
PMT9312_0549,pro,Synechococcus sp. PCC 7002,Synechococcus,54,85,cyano,False,False,True,1
PMT9312_0549,pro,Clostridium kluyveri DSM 555,Clostridium,61,84,out,False,False,False,1
PMT9312_0549,pro,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,54,85,cyano,False,False,True,1
PMT9312_0549,pro,Synechococcus sp. PCC 7002,Synechococcus,54,79,cyano,False,False,True,1
PMT9312_0549,pro,Acaryochloris marina MBIC11017,Acaryochloris,53,85,cyano,False,False,True,1
PMT9312_0549,pro,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus,54,78,cyano,False,False,True,1
PMT9312_0549,pro,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),Synechococcus,54,85,cyano,False,False,True,7
PMT9312_0549,pro,Nostoc sp. PCC 7120,Nostoc,54,85,cyano,False,False,True,3
PMT9312_0549,pro,Acaryochloris marina MBIC11017,Acaryochloris,53,77,cyano,False,False,True,1
PMT9312_0549,pro,Anabaena variabilis ATCC 29413,Anabaena,53,77,cyano,False,False,True,1
PMT9312_0549,pro,Listeria monocytogenes EGD-e,Listeria,59,88,out,False,False,False,4
PMT9312_0549,pro,Rhodospirillum rubrum ATCC 11170,Rhodospirillum,64,85,other_proteo,False,False,False,1
PMT9312_0549,pro,Thermacetogenium phaeum DSM 12270,Thermacetogenium,70,77,out,False,False,False,1
PMT9312_0549,pro,Listeria innocua Clip11262,Listeria,59,88,out,False,False,False,1
PMT9312_0549,pro,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),Thermosynechococcus,54,78,cyano,False,False,True,2
PMT9312_0549,pro,Clostridium beijerinckii,Clostridium,60,83,out,False,False,False,2
PMT9312_0549,pro,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis,52,79,cyano,False,False,True,10
PMT9312_0549,pro,Rhodopseudomonas palustris BisB18,Rhodopseudomonas,62,85,other_proteo,False,False,False,1
PMT9312_0549,pro,Clostridium ljungdahlii DSM 13528,Clostridium,51,81,out,False,False,False,1
PMT9312_0549,pro,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella,58,85,other_proteo,False,False,False,10
PMT9312_0549,pro,Citrobacter freundii,Citrobacter,58,85,other_proteo,False,False,False,0
PMT9312_0549,pro,Levilactobacillus brevis ATCC 14869 = DSM 20054,Levilactobacillus,56,83,out,False,False,False,1
PMT9312_0549,pro,Klebsiella pneumoniae subsp. pneumoniae HS11286,Klebsiella,58,85,other_proteo,False,False,False,1
PMT9312_0549,pro,Escherichia coli LF82,Escherichia,58,85,other_proteo,False,False,False,1
PMT9312_0549,pro,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella,57,85,other_proteo,False,False,False,10
PMT9312_0549,pro,Clostridium beijerinckii,Clostridium,60,83,out,False,False,False,1
PMT9312_0549,pro,Levilactobacillus brevis ATCC 14869 = DSM 20054,Levilactobacillus,58,85,out,False,False,False,1
PMT9312_0549,pro,Listeria innocua Clip11262,Listeria,57,85,out,False,False,False,1
PMT9312_0549,pro,Listeria monocytogenes EGD-e,Listeria,58,83,out,False,False,False,3
PMT9312_0549,pro,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Salmonella,51,41,other_proteo,False,False,False,2
PMT9312_0549,pro,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Salmonella,57,80,other_proteo,False,False,False,9
PMT9312_0549,pro,Escherichia coli K-12 substr. MG1655,Escherichia,57,80,other_proteo,False,False,False,7
PMT9312_0549,pro,Clostridium ljungdahlii DSM 13528,Clostridium,54,33,out,False,False,False,2
PMT9312_0549,pro,Yersinia enterocolitica subsp. enterocolitica 8081,Yersinia,54,87,other_proteo,False,False,False,1
PMT9312_0549,pro,Citrobacter freundii,Citrobacter,56,85,other_proteo,False,False,False,1
PMT9312_0549,pro,Clostridium perfringens ATCC 13124,Clostridium,52,36,out,False,False,False,1
PMT9312_0549,pro,Acetobacterium woodii DSM 1030,Acetobacterium,62,83,out,False,False,False,2
PMT9312_0549,pro,[Clostridium] hylemonae DSM 15053,Clostridium,54,77,out,False,False,False,1
PMT9312_0549,pro,Desulfovibrio desulfuricans G20,Desulfovibrio,51,39,other_proteo,False,False,False,1
PMT9312_0549,pro,Rhodopirellula baltica SH 1,Rhodopirellula,52,83,out,False,False,False,1
PMT9312_0549,pro,Rhodopseudomonas palustris BisB18,Rhodopseudomonas,58,85,other_proteo,False,False,False,1
