locus_tag,term_id,term_name
PMM0040,tigr.role:89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
PMM0041,tigr.role:112,Energy metabolism / Electron transport
PMM0042,tigr.role:112,Energy metabolism / Electron transport
PMM0043,tigr.role:112,Energy metabolism / Electron transport
PMM0044,tigr.role:137,Protein synthesis / tRNA aminoacylation
PMM0045,tigr.role:104,Central intermediary metabolism / Polyamine biosynthesis
PMM0046,tigr.role:123,"Purines, pyrimidines, nucleosides, and nucleotides / 2^-Deoxyribonucleotide metabolism"
PMM0046,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0046,tigr.role:126,"Purines, pyrimidines, nucleosides, and nucleotides / Pyrimidine ribonucleotide biosynthesis"
PMM0047,tigr.role:162,"Biosynthesis of cofactors, prosthetic groups, and carriers / Thiamine"
PMM0048,tigr.role:137,Protein synthesis / tRNA aminoacylation
PMM0049,tigr.role:83,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pantothenate and coenzyme A"
PMM0050,tigr.role:73,Amino acid biosynthesis / Glutamate family
PMM0051,tigr.role:157,Unknown function / General
PMM0052,tigr.role:84,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pyridoxine"
PMM0053,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0054,tigr.role:156,Hypothetical proteins / Conserved
PMM0055,tigr.role:156,Hypothetical proteins / Conserved
PMM0056,tigr.role:156,Hypothetical proteins / Conserved
PMM0057,tigr.role:170,DNA metabolism / Chromosome-associated proteins
PMM0057,tigr.role:93,Cellular processes / Cell division
PMM0058,tigr.role:157,Unknown function / General
PMM0059,tigr.role:90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
PMM0060,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0061,tigr.role:164,Energy metabolism / Photosynthesis
PMM0061,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0062,tigr.role:164,Energy metabolism / Photosynthesis
PMM0063,tigr.role:156,Hypothetical proteins / Conserved
PMM0063,tigr.role:157,Unknown function / General
PMM0064,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0065,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0066,tigr.role:156,Hypothetical proteins / Conserved
PMM0067,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0068,tigr.role:140,Protein fate / Protein modification and repair
PMM0069,tigr.role:138,"Protein fate / Degradation of proteins, peptides, and glycopeptides"
PMM0070,tigr.role:69,Amino acid biosynthesis / Other
PMM0071,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0072,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0073,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0073,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0074,tigr.role:156,Hypothetical proteins / Conserved
PMM0075,tigr.role:133,Transcription / Other
PMM0076,tigr.role:116,Energy metabolism / Glycolysis/gluconeogenesis
PMM0076,tigr.role:117,Energy metabolism / Pentose phosphate pathway
PMM0076,tigr.role:119,Energy metabolism / Sugars
PMM0077,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0078,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0078,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0079,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0079,tigr.role:96,Cellular processes / Detoxification
PMM0080,tigr.role:83,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pantothenate and coenzyme A"
PMM0081,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0082,tigr.role:112,Energy metabolism / Electron transport
PMM0082,tigr.role:263,Regulatory functions / Protein interactions
PMM0083,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0084,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0085,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0086,tigr.role:156,Hypothetical proteins / Conserved
PMM0087,tigr.role:156,Hypothetical proteins / Conserved
PMM0088,tigr.role:156,Hypothetical proteins / Conserved
PMM0089,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0090,tigr.role:189,Protein fate / Other
PMM0090,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0091,tigr.role:152,Mobile and extrachromosomal element functions / Prophage functions
PMM0092,tigr.role:156,Hypothetical proteins / Conserved
PMM0093,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0094,tigr.role:156,Hypothetical proteins / Conserved
PMM0095,tigr.role:185,Unclassified / Role category not yet assigned
PMM0096,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0097,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0098,tigr.role:156,Hypothetical proteins / Conserved
PMM0099,tigr.role:156,Hypothetical proteins / Conserved
PMM0100,tigr.role:163,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pyridine nucleotides"
PMM0101,tigr.role:91,Cell envelope / Surface structures
PMM0102,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0103,tigr.role:156,Hypothetical proteins / Conserved
PMM0104,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0105,tigr.role:85,"Biosynthesis of cofactors, prosthetic groups, and carriers / Riboflavin, FMN, and FAD"
PMM0106,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0107,tigr.role:70,Amino acid biosynthesis / Aromatic amino acid family
PMM0108,tigr.role:156,Hypothetical proteins / Conserved
PMM0109,tigr.role:156,Hypothetical proteins / Conserved
PMM0110,tigr.role:86,"Biosynthesis of cofactors, prosthetic groups, and carriers / Glutathione and analogs"
PMM0111,tigr.role:156,Hypothetical proteins / Conserved
PMM0112,tigr.role:166,Transcription / RNA processing
PMM0113,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0114,tigr.role:96,Cellular processes / Detoxification
PMM0115,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0116,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0117,tigr.role:156,Hypothetical proteins / Conserved
PMM0118,tigr.role:156,Hypothetical proteins / Conserved
PMM0120,tigr.role:93,Cellular processes / Cell division
PMM0121,tigr.role:112,Energy metabolism / Electron transport
PMM0121,tigr.role:164,Energy metabolism / Photosynthesis
PMM0122,tigr.role:95,Protein fate / Protein folding and stabilization
PMM0123,tigr.role:75,Amino acid biosynthesis / Serine family
PMM0124,tigr.role:185,Unclassified / Role category not yet assigned
PMM0125,tigr.role:147,Transport and binding proteins / Other
PMM0127,tigr.role:156,Hypothetical proteins / Conserved
PMM0128,tigr.role:699,Signal transduction / Two-component systems
PMM0129,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0130,tigr.role:126,"Purines, pyrimidines, nucleosides, and nucleotides / Pyrimidine ribonucleotide biosynthesis"
PMM0131,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0131,tigr.role:96,Cellular processes / Detoxification
PMM0132,tigr.role:95,Protein fate / Protein folding and stabilization
PMM0133,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0134,tigr.role:699,Signal transduction / Two-component systems
PMM0135,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0136,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0137,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0138,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0139,tigr.role:136,Protein synthesis / Other
PMM0140,tigr.role:112,Energy metabolism / Electron transport
PMM0141,tigr.role:166,Transcription / RNA processing
PMM0142,tigr.role:146,"Transport and binding proteins / Nucleosides, purines and pyrimidines"
PMM0143,tigr.role:164,Energy metabolism / Photosynthesis
PMM0144,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0145,tigr.role:112,Energy metabolism / Electron transport
PMM0145,tigr.role:164,Energy metabolism / Photosynthesis
PMM0146,tigr.role:156,Hypothetical proteins / Conserved
PMM0147,tigr.role:261,Regulatory functions / DNA interactions
PMM0148,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0149,tigr.role:112,Energy metabolism / Electron transport
PMM0149,tigr.role:164,Energy metabolism / Photosynthesis
PMM0150,tigr.role:112,Energy metabolism / Electron transport
PMM0150,tigr.role:164,Energy metabolism / Photosynthesis
PMM0151,tigr.role:170,DNA metabolism / Chromosome-associated proteins
PMM0151,tigr.role:93,Cellular processes / Cell division
PMM0152,tigr.role:96,Cellular processes / Detoxification
PMM0153,tigr.role:698,Central intermediary metabolism / One-carbon metabolism
PMM0154,tigr.role:165,Transcription / Transcription factors
PMM0154,tigr.role:261,Regulatory functions / DNA interactions
PMM0155,tigr.role:264,Regulatory functions / Small molecule interactions
PMM0156,tigr.role:163,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pyridine nucleotides"
PMM0157,tigr.role:112,Energy metabolism / Electron transport
PMM0157,tigr.role:164,Energy metabolism / Photosynthesis
PMM0158,tigr.role:112,Energy metabolism / Electron transport
PMM0158,tigr.role:164,Energy metabolism / Photosynthesis
PMM0159,tigr.role:112,Energy metabolism / Electron transport
PMM0159,tigr.role:164,Energy metabolism / Photosynthesis
PMM0160,tigr.role:112,Energy metabolism / Electron transport
PMM0160,tigr.role:164,Energy metabolism / Photosynthesis
PMM0161,tigr.role:120,Energy metabolism / TCA cycle
PMM0162,tigr.role:156,Hypothetical proteins / Conserved
PMM0163,tigr.role:157,Unknown function / General
PMM0164,tigr.role:70,Amino acid biosynthesis / Aromatic amino acid family
PMM0165,tigr.role:169,Protein synthesis / Translation factors
PMM0166,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0167,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0168,tigr.role:164,Energy metabolism / Photosynthesis
PMM0168,tigr.role:191,"Biosynthesis of cofactors, prosthetic groups, and carriers / Chlorophyll and bacteriochlorphyll"
PMM0168,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0169,tigr.role:261,Regulatory functions / DNA interactions
PMM0169,tigr.role:699,Signal transduction / Two-component systems
PMM0170,tigr.role:162,"Biosynthesis of cofactors, prosthetic groups, and carriers / Thiamine"
PMM0171,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0172,tigr.role:112,Energy metabolism / Electron transport
PMM0172,tigr.role:164,Energy metabolism / Photosynthesis
PMM0173,tigr.role:81,"Biosynthesis of cofactors, prosthetic groups, and carriers / Menaquinone and ubiquinone"
PMM0174,tigr.role:81,"Biosynthesis of cofactors, prosthetic groups, and carriers / Menaquinone and ubiquinone"
PMM0175,tigr.role:81,"Biosynthesis of cofactors, prosthetic groups, and carriers / Menaquinone and ubiquinone"
PMM0176,tigr.role:81,"Biosynthesis of cofactors, prosthetic groups, and carriers / Menaquinone and ubiquinone"
PMM0177,tigr.role:81,"Biosynthesis of cofactors, prosthetic groups, and carriers / Menaquinone and ubiquinone"
PMM0178,tigr.role:86,"Biosynthesis of cofactors, prosthetic groups, and carriers / Glutathione and analogs"
PMM0179,tigr.role:112,Energy metabolism / Electron transport
PMM0180,tigr.role:169,Protein synthesis / Translation factors
PMM0181,tigr.role:156,Hypothetical proteins / Conserved
PMM0182,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0183,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0184,tigr.role:78,"Biosynthesis of cofactors, prosthetic groups, and carriers / Folic acid"
PMM0185,tigr.role:157,Unknown function / General
PMM0186,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0187,tigr.role:137,Protein synthesis / tRNA aminoacylation
PMM0188,tigr.role:163,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pyridine nucleotides"
PMM0189,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0190,tigr.role:156,Hypothetical proteins / Conserved
PMM0191,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0191,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0192,tigr.role:142,"Transport and binding proteins / Amino acids, peptides and amines"
PMM0192,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0193,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0194,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0195,tigr.role:116,Energy metabolism / Glycolysis/gluconeogenesis
PMM0195,tigr.role:117,Energy metabolism / Pentose phosphate pathway
PMM0195,tigr.role:164,Energy metabolism / Photosynthesis
PMM0196,tigr.role:156,Hypothetical proteins / Conserved
PMM0197,tigr.role:89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
PMM0198,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0199,tigr.role:126,"Purines, pyrimidines, nucleosides, and nucleotides / Pyrimidine ribonucleotide biosynthesis"
PMM0200,tigr.role:134,Transcription / Degradation of RNA
PMM0201,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0202,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0203,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0204,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0205,tigr.role:165,Transcription / Transcription factors
PMM0206,tigr.role:97,Protein fate / Protein and peptide secretion and trafficking
PMM0207,tigr.role:95,Protein fate / Protein folding and stabilization
PMM0208,tigr.role:116,Energy metabolism / Glycolysis/gluconeogenesis
PMM0209,tigr.role:185,Unclassified / Role category not yet assigned
PMM0210,tigr.role:156,Hypothetical proteins / Conserved
PMM0211,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0212,tigr.role:263,Regulatory functions / Protein interactions
PMM0213,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0214,tigr.role:143,Transport and binding proteins / Anions
PMM0215,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0216,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0217,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0218,tigr.role:136,Protein synthesis / Other
PMM0219,tigr.role:156,Hypothetical proteins / Conserved
PMM0220,tigr.role:164,Energy metabolism / Photosynthesis
PMM0220,tigr.role:263,Regulatory functions / Protein interactions
PMM0221,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0222,tigr.role:71,Amino acid biosynthesis / Aspartate family
PMM0223,tigr.role:112,Energy metabolism / Electron transport
PMM0223,tigr.role:164,Energy metabolism / Photosynthesis
PMM0224,tigr.role:70,Amino acid biosynthesis / Aromatic amino acid family
PMM0225,tigr.role:113,Energy metabolism / Entner-Doudoroff
PMM0226,tigr.role:93,Cellular processes / Cell division
PMM0227,tigr.role:106,Central intermediary metabolism / Sulfur metabolism
PMM0228,tigr.role:164,Energy metabolism / Photosynthesis
PMM0229,tigr.role:83,"Biosynthesis of cofactors, prosthetic groups, and carriers / Pantothenate and coenzyme A"
PMM0230,tigr.role:156,Hypothetical proteins / Conserved
PMM0231,tigr.role:156,Hypothetical proteins / Conserved
PMM0232,tigr.role:156,Hypothetical proteins / Conserved
PMM0233,tigr.role:126,"Purines, pyrimidines, nucleosides, and nucleotides / Pyrimidine ribonucleotide biosynthesis"
PMM0234,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0235,tigr.role:137,Protein synthesis / tRNA aminoacylation
PMM0238,tigr.role:137,Protein synthesis / tRNA aminoacylation
PMM0239,tigr.role:156,Hypothetical proteins / Conserved
PMM0240,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0241,tigr.role:100,Central intermediary metabolism / Amino sugars
PMM0241,tigr.role:89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
PMM0242,tigr.role:112,Energy metabolism / Electron transport
PMM0242,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0242,tigr.role:96,Cellular processes / Detoxification
PMM0243,tigr.role:122,"Purines, pyrimidines, nucleosides, and nucleotides / Other"
PMM0244,tigr.role:123,"Purines, pyrimidines, nucleosides, and nucleotides / 2^-Deoxyribonucleotide metabolism"
PMM0245,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0246,tigr.role:129,Regulatory functions / Other
PMM0247,tigr.role:156,Hypothetical proteins / Conserved
PMM0248,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0249,tigr.role:156,Hypothetical proteins / Conserved
PMM0250,tigr.role:169,Protein synthesis / Translation factors
PMM0251,tigr.role:164,Energy metabolism / Photosynthesis
PMM0252,tigr.role:140,Protein fate / Protein modification and repair
PMM0252,tigr.role:164,Energy metabolism / Photosynthesis
PMM0253,tigr.role:164,Energy metabolism / Photosynthesis
PMM0254,tigr.role:156,Hypothetical proteins / Conserved
PMM0255,tigr.role:74,Amino acid biosynthesis / Pyruvate family
PMM0256,tigr.role:74,Amino acid biosynthesis / Pyruvate family
PMM0257,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0258,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0258,tigr.role:75,Amino acid biosynthesis / Serine family
PMM0259,tigr.role:156,Hypothetical proteins / Conserved
PMM0260,tigr.role:156,Hypothetical proteins / Conserved
PMM0261,tigr.role:89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
PMM0262,tigr.role:119,Energy metabolism / Sugars
PMM0262,tigr.role:129,Regulatory functions / Other
PMM0263,tigr.role:145,Transport and binding proteins / Cations and iron carrying compounds
PMM0264,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0265,tigr.role:185,Unclassified / Role category not yet assigned
PMM0266,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0267,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0268,tigr.role:156,Hypothetical proteins / Conserved
PMM0269,tigr.role:699,Signal transduction / Two-component systems
PMM0270,tigr.role:79,"Biosynthesis of cofactors, prosthetic groups, and carriers / Heme, porphyrin, and cobalamin"
PMM0271,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0272,tigr.role:164,Energy metabolism / Photosynthesis
PMM0273,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0274,tigr.role:147,Transport and binding proteins / Other
PMM0275,tigr.role:126,"Purines, pyrimidines, nucleosides, and nucleotides / Pyrimidine ribonucleotide biosynthesis"
PMM0276,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0277,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0278,tigr.role:116,Energy metabolism / Glycolysis/gluconeogenesis
PMM0278,tigr.role:117,Energy metabolism / Pentose phosphate pathway
PMM0278,tigr.role:119,Energy metabolism / Sugars
PMM0279,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0280,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0281,tigr.role:161,Amino acid biosynthesis / Histidine family
PMM0282,tigr.role:176,Fatty acid and phospholipid metabolism / Biosynthesis
PMM0282,tigr.role:177,Fatty acid and phospholipid metabolism / Degradation
PMM0283,tigr.role:112,Energy metabolism / Electron transport
PMM0284,tigr.role:264,Regulatory functions / Small molecule interactions
PMM0285,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0286,tigr.role:125,"Purines, pyrimidines, nucleosides, and nucleotides / Purine ribonucleotide biosynthesis"
PMM0286,tigr.role:127,"Purines, pyrimidines, nucleosides, and nucleotides / Salvage of nucleosides and nucleotides"
PMM0287,tigr.role:78,"Biosynthesis of cofactors, prosthetic groups, and carriers / Folic acid"
PMM0288,tigr.role:164,Energy metabolism / Photosynthesis
PMM0288,tigr.role:191,"Biosynthesis of cofactors, prosthetic groups, and carriers / Chlorophyll and bacteriochlorphyll"
PMM0289,tigr.role:185,Unclassified / Role category not yet assigned
PMM0290,tigr.role:141,Transport and binding proteins / Unknown substrate
PMM0291,tigr.role:156,Hypothetical proteins / Conserved
PMM0292,tigr.role:112,Energy metabolism / Electron transport
PMM0292,tigr.role:164,Energy metabolism / Photosynthesis
PMM0293,tigr.role:112,Energy metabolism / Electron transport
PMM0293,tigr.role:164,Energy metabolism / Photosynthesis
PMM0294,tigr.role:112,Energy metabolism / Electron transport
PMM0294,tigr.role:164,Energy metabolism / Photosynthesis
PMM0295,tigr.role:112,Energy metabolism / Electron transport
PMM0296,tigr.role:95,Protein fate / Protein folding and stabilization
PMM0297,tigr.role:164,Energy metabolism / Photosynthesis
PMM0298,tigr.role:164,Energy metabolism / Photosynthesis
PMM0299,tigr.role:164,Energy metabolism / Photosynthesis
PMM0300,tigr.role:164,Energy metabolism / Photosynthesis
PMM0301,tigr.role:102,Central intermediary metabolism / Other
PMM0301,tigr.role:127,"Purines, pyrimidines, nucleosides, and nucleotides / Salvage of nucleosides and nucleotides"
PMM0302,tigr.role:69,Amino acid biosynthesis / Other
PMM0303,tigr.role:166,Transcription / RNA processing
PMM0304,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0305,tigr.role:164,Energy metabolism / Photosynthesis
PMM0306,tigr.role:164,Energy metabolism / Photosynthesis
PMM0307,tigr.role:156,Hypothetical proteins / Conserved
PMM0308,tigr.role:156,Hypothetical proteins / Conserved
PMM0309,tigr.role:156,Hypothetical proteins / Conserved
PMM0310,tigr.role:119,Energy metabolism / Sugars
PMM0311,tigr.role:109,Energy metabolism / Amino acids and amines
PMM0311,tigr.role:71,Amino acid biosynthesis / Aspartate family
PMM0312,tigr.role:158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMM0313,tigr.role:261,Regulatory functions / DNA interactions
PMM0314,tigr.role:164,Energy metabolism / Photosynthesis
PMM0315,tigr.role:164,Energy metabolism / Photosynthesis
PMM0316,tigr.role:112,Energy metabolism / Electron transport
PMM0317,tigr.role:164,Energy metabolism / Photosynthesis
PMM0318,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0319,tigr.role:168,Protein synthesis / tRNA and rRNA base modification
PMM0320,tigr.role:93,Cellular processes / Cell division
PMM0321,tigr.role:93,Cellular processes / Cell division
PMM0322,tigr.role:93,Cellular processes / Cell division
PMM0323,tigr.role:156,Hypothetical proteins / Conserved
PMM0324,tigr.role:138,"Protein fate / Degradation of proteins, peptides, and glycopeptides"
PMM0324,tigr.role:140,Protein fate / Protein modification and repair
PMM0325,tigr.role:112,Energy metabolism / Electron transport
PMM0325,tigr.role:164,Energy metabolism / Photosynthesis
PMM0326,tigr.role:112,Energy metabolism / Electron transport
PMM0326,tigr.role:164,Energy metabolism / Photosynthesis
PMM0327,tigr.role:144,"Transport and binding proteins / Carbohydrates, organic alcohols, and acids"
PMM0328,tigr.role:132,"DNA metabolism / DNA replication, recombination, and repair"
PMM0329,tigr.role:164,Energy metabolism / Photosynthesis
PMM0330,tigr.role:90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
PMM0331,tigr.role:116,Energy metabolism / Glycolysis/gluconeogenesis
PMM0331,tigr.role:118,Energy metabolism / Pyruvate dehydrogenase
PMM0333,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0334,tigr.role:156,Hypothetical proteins / Conserved
PMM0335,tigr.role:156,Hypothetical proteins / Conserved
PMM0336,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0336,tigr.role:164,Energy metabolism / Photosynthesis
PMM0337,tigr.role:156,Hypothetical proteins / Conserved
PMM0338,tigr.role:156,Hypothetical proteins / Conserved
PMM0339,tigr.role:76,"Biosynthesis of cofactors, prosthetic groups, and carriers / Other"
PMM0340,tigr.role:156,Hypothetical proteins / Conserved
PMM0341,tigr.role:156,Hypothetical proteins / Conserved
PMM0341,tigr.role:157,Unknown function / General
PMM0342,tigr.role:703,Unknown function / Enzymes of unknown specificity
PMM0343,tigr.role:97,Protein fate / Protein and peptide secretion and trafficking
PMM0344,tigr.role:88,Cell envelope / Other
PMM0345,tigr.role:149,Cellular processes / Adaptations to atypical conditions
PMM0345,tigr.role:96,Cellular processes / Detoxification
PMM0346,tigr.role:156,Hypothetical proteins / Conserved
