locus_tag,term_id,term_name
PMM0089,pfam:PF12848,ABC transporter
PMM0090,pfam:PF13180,PDZ domain
PMM0090,pfam:PF13365,Trypsin-like peptidase domain
PMM0091,pfam:PF11189,Protein of unknown function (DUF2973)
PMM0093,pfam:PF00504,Chlorophyll A-B binding protein
PMM0094,pfam:PF11023,Zinc-ribbon containing domain
PMM0095,pfam:PF03631,Virulence factor BrkB
PMM0096,pfam:PF00459,Inositol monophosphatase family
PMM0097,pfam:PF02321,Outer membrane efflux protein
PMM0098,pfam:PF04459,Protein of unknown function (DUF512)
PMM0098,pfam:PF17820,PDZ domain
PMM0098,pfam:PF19238,Radical SAM-like domain
PMM0099,pfam:PF11318,Protein of unknown function (DUF3120)
PMM0100,pfam:PF00890,FAD binding domain
PMM0100,pfam:PF02910,Fumarate reductase flavoprotein C-term
PMM0101,pfam:PF07884,Vitamin K epoxide reductase family
PMM0102,pfam:PF00919,Uncharacterized protein family UPF0004
PMM0102,pfam:PF01938,TRAM domain
PMM0102,pfam:PF04055,Radical SAM superfamily
PMM0103,pfam:PF14251,PterinBD-DUF4346
PMM0104,pfam:PF04339,Peptidogalycan biosysnthesis/recognition
PMM0105,pfam:PF01872,RibD C-terminal domain
PMM0106,pfam:PF01242,6-pyruvoyl tetrahydropterin synthase
PMM0107,pfam:PF01202,Shikimate kinase
PMM0108,pfam:PF12095,Protein CHLORORESPIRATORY REDUCTION 7
PMM0109,pfam:PF20670,Domain of unknown function (DUF6816)
PMM0110,pfam:PF00043,"Glutathione S-transferase, C-terminal domain"
PMM0110,pfam:PF13410,"Glutathione S-transferase, C-terminal domain"
PMM0110,pfam:PF13417,"Glutathione S-transferase, N-terminal domain"
PMM0111,pfam:PF05421,Protein of unknown function (DUF751)
PMM0112,pfam:PF02033,Ribosome-binding factor A
PMM0113,pfam:PF00590,Tetrapyrrole (Corrin/Porphyrin) Methylases
PMM0113,pfam:PF02602,Uroporphyrinogen-III synthase HemD
PMM0114,pfam:PF03364,Polyketide cyclase / dehydrase and lipid transport
PMM0115,pfam:PF01593,Flavin containing amine oxidoreductase
PMM0116,pfam:PF01521,Iron-sulphur cluster biosynthesis
PMM0120,pfam:PF01370,NAD dependent epimerase/dehydratase family
PMM0120,pfam:PF08338,Domain of unknown function (DUF1731)
PMM0120,pfam:PF13460,NAD(P)H-binding
PMM0121,pfam:PF11910,Cyanobacterial and plant NDH-1 subunit O
PMM0122,pfam:PF00226,DnaJ domain
PMM0123,pfam:PF00291,Pyridoxal-phosphate dependent enzyme
PMM0125,pfam:PF00005,ABC transporter
PMM0126,pfam:PF14099,Polysaccharide lyase
PMM0127,pfam:PF24012,Family of unknown function (DUF7326)
PMM0128,pfam:PF00072,Response regulator receiver domain
PMM0128,pfam:PF00486,"Transcriptional regulatory protein, C terminal"
PMM0129,pfam:PF13177,"DNA polymerase III, delta subunit"
PMM0130,pfam:PF02223,Thymidylate kinase
PMM0131,pfam:PF00122,P-type ATPase actuator domain
PMM0131,pfam:PF00403,Heavy-metal-associated domain
PMM0131,pfam:PF00702,haloacid dehalogenase-like hydrolase
PMM0132,pfam:PF00515,Tetratricopeptide repeat
PMM0132,pfam:PF07719,Tetratricopeptide repeat
PMM0132,pfam:PF13176,Tetratricopeptide repeat
PMM0132,pfam:PF13181,Tetratricopeptide repeat
PMM0132,pfam:PF13424,Tetratricopeptide repeat
PMM0133,pfam:PF06745,KaiC
PMM0133,pfam:PF13481,AAA domain
PMM0133,pfam:PF13541,Subunit ChlI of Mg-chelatase
PMM0133,pfam:PF18073,Rubredoxin metal binding domain
PMM0134,pfam:PF00072,Response regulator receiver domain
PMM0134,pfam:PF00486,"Transcriptional regulatory protein, C terminal"
PMM0135,pfam:PF02504,Fatty acid synthesis protein
PMM0136,pfam:PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PMM0136,pfam:PF08545,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PMM0137,pfam:PF00698,Acyl transferase domain
PMM0138,pfam:PF01553,Acyltransferase
PMM0139,pfam:PF00814,tRNA N6-adenosine threonylcarbamoyltransferase
PMM0140,pfam:PF10718,Hypothetical chloroplast protein Ycf34
PMM0141,pfam:PF01743,Poly A polymerase head domain
PMM0141,pfam:PF12627,Probable RNA and SrmB- binding site of polymerase A
PMM0141,pfam:PF13735,tRNA nucleotidyltransferase domain 2 putative
PMM0142,pfam:PF00076,RNA recognition motif
PMM0143,pfam:PF00494,Squalene/phytoene synthase
PMM0144,pfam:PF01593,Flavin containing amine oxidoreductase
PMM0145,pfam:PF10664,Cyanobacterial and plastid NDH-1 subunit M
PMM0146,pfam:PF11371,Protein of unknown function (DUF3172)
PMM0147,pfam:PF00126,"Bacterial regulatory helix-turn-helix protein, lysR family"
PMM0147,pfam:PF03466,LysR substrate binding domain
PMM0148,pfam:PF07298,NnrU protein
PMM0149,pfam:PF00361,"NADH:quinone oxidoreductase/Mrp antiporter, TM"
PMM0149,pfam:PF00662,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"
PMM0149,pfam:PF01010,"NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus"
PMM0150,pfam:PF00361,"NADH:quinone oxidoreductase/Mrp antiporter, TM"
PMM0151,pfam:PF02616,Segregation and condensation protein ScpA
PMM0152,pfam:PF00132,Bacterial transferase hexapeptide (six repeats)
PMM0152,pfam:PF00483,Nucleotidyl transferase
PMM0153,pfam:PF02219,Methylenetetrahydrofolate reductase
PMM0154,pfam:PF00196,"Bacterial regulatory proteins, luxR family"
PMM0155,pfam:PF01928,CYTH domain
PMM0156,pfam:PF01513,ATP-NAD kinase N-terminal domain
PMM0157,pfam:PF00420,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PMM0158,pfam:PF00499,NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PMM0159,pfam:PF00037,4Fe-4S binding domain
PMM0159,pfam:PF12838,4Fe-4S dicluster domain
PMM0159,pfam:PF13237,4Fe-4S dicluster domain
PMM0160,pfam:PF00146,NADH dehydrogenase
PMM0161,pfam:PF00285,"Citrate synthase, C-terminal domain"
PMM0163,pfam:PF00581,Rhodanese-like domain
PMM0164,pfam:PF00291,Pyridoxal-phosphate dependent enzyme
PMM0165,pfam:PF01253,Translation initiation factor SUI1
PMM0166,pfam:PF01583,Adenylylsulphate kinase
PMM0167,pfam:PF00731,AIR carboxylase
PMM0168,pfam:PF01209,ubiE/COQ5 methyltransferase family
PMM0168,pfam:PF06325,Ribosomal protein L11 methyltransferase (PrmA)
PMM0168,pfam:PF07109,Magnesium-protoporphyrin IX methyltransferase C-terminus
PMM0169,pfam:PF00072,Response regulator receiver domain
PMM0169,pfam:PF00196,"Bacterial regulatory proteins, luxR family"
PMM0170,pfam:PF00266,Aminotransferase class-V
PMM0171,pfam:PF01795,MraW methylase family
PMM0172,pfam:PF00346,"Respiratory-chain NADH dehydrogenase, 49 Kd subunit"
PMM0173,pfam:PF03061,Thioesterase superfamily
PMM0173,pfam:PF13279,Thioesterase-like superfamily
PMM0174,pfam:PF00501,AMP-binding enzyme
PMM0174,pfam:PF13193,AMP-binding enzyme C-terminal domain
PMM0175,pfam:PF01188,PF01188
PMM0175,pfam:PF13378,Enolase C-terminal domain-like
PMM0176,pfam:PF01040,UbiA prenyltransferase family
PMM0177,pfam:PF00425,chorismate binding enzyme
PMM0178,pfam:PF02951,"Prokaryotic glutathione synthetase, N-terminal domain"
PMM0178,pfam:PF02955,"Prokaryotic glutathione synthetase, ATP-grasp domain"
PMM0179,pfam:PF00462,Glutaredoxin
PMM0180,pfam:PF00472,RF-1 domain
PMM0180,pfam:PF03462,PCRF domain
PMM0181,pfam:PF11688,Protein of unknown function (DUF3285)
PMM0182,pfam:PF02130,Endoribonuclease YbeY
PMM0183,pfam:PF01219,Prokaryotic diacylglycerol kinase
PMM0184,pfam:PF00117,Glutamine amidotransferase class-I
PMM0185,pfam:PF13483,Beta-lactamase superfamily domain
PMM0186,pfam:PF00155,Aminotransferase class I and II
PMM0187,pfam:PF00750,"tRNA synthetases class I (R), catalytic domain"
PMM0187,pfam:PF03485,Arginyl tRNA synthetase N terminal domain
PMM0187,pfam:PF05746,DALR anticodon binding domain
PMM0188,pfam:PF01729,"Quinolinate phosphoribosyl transferase, C-terminal domain"
PMM0188,pfam:PF02749,"Quinolinate phosphoribosyl transferase, N-terminal domain"
PMM0189,pfam:PF01926,50S ribosome-binding GTPase
PMM0189,pfam:PF10396,GTP-binding protein TrmE N-terminus
PMM0189,pfam:PF12631,MnmE helical domain
PMM0190,pfam:PF09835,Uncharacterized protein conserved in bacteria (DUF2062)
PMM0191,pfam:PF02824,TGS domain
PMM0191,pfam:PF04607,Region found in RelA / SpoT proteins
PMM0191,pfam:PF13291,ACT domain
PMM0191,pfam:PF13328,HD domain
PMM0191,pfam:PF19296,RelA/SpoT AH domain
PMM0192,pfam:PF00005,ABC transporter
PMM0192,pfam:PF08352,"Oligopeptide/dipeptide transporter, C-terminal region"
PMM0193,pfam:PF00849,RNA pseudouridylate synthase
PMM0193,pfam:PF01479,S4 domain
PMM0194,pfam:PF01926,50S ribosome-binding GTPase
PMM0195,pfam:PF00162,Phosphoglycerate kinase
PMM0197,pfam:PF03033,Glycosyltransferase family 28 N-terminal domain
PMM0197,pfam:PF04101,Glycosyltransferase family 28 C-terminal domain
PMM0198,pfam:PF00155,Aminotransferase class I and II
PMM0199,pfam:PF01180,Dihydroorotate dehydrogenase
PMM0200,pfam:PF00075,RNase H
PMM0201,pfam:PF00542,Ribosomal protein L7/L12 C-terminal domain
PMM0201,pfam:PF16320,Ribosomal protein L7/L12 dimerisation domain
PMM0202,pfam:PF00466,Ribosomal protein L10
PMM0203,pfam:PF00687,Ribosomal protein L1p/L10e family
PMM0204,pfam:PF00298,"Ribosomal protein L11, RNA binding domain"
PMM0204,pfam:PF03946,"Ribosomal protein L11, N-terminal domain"
PMM0205,pfam:PF00467,KOW motif
PMM0205,pfam:PF02357,Transcription termination factor nusG
PMM0206,pfam:PF00584,SecE/Sec61-gamma subunits of protein translocation complex
PMM0207,pfam:PF00004,ATPase family associated with various cellular activities (AAA)
PMM0207,pfam:PF02861,Clp repeat (R) N-terminal domain
PMM0207,pfam:PF07724,AAA domain (Cdc48 subfamily)
PMM0207,pfam:PF10431,"C-terminal, D2-small domain, of ClpB protein"
PMM0207,pfam:PF17871,AAA lid domain
PMM0208,pfam:PF00113,"Enolase, C-terminal TIM barrel domain"
PMM0208,pfam:PF03952,"Enolase, N-terminal domain"
PMM0209,pfam:PF03109,ABC1 atypical kinase-like domain
PMM0211,pfam:PF07992,Pyridine nucleotide-disulphide oxidoreductase
PMM0211,pfam:PF13738,Pyridine nucleotide-disulphide oxidoreductase
PMM0212,pfam:PF00543,Nitrogen regulatory protein P-II
PMM0213,pfam:PF05982,Na+-dependent bicarbonate transporter superfamily
PMM0214,pfam:PF00916,Sulfate permease family
PMM0214,pfam:PF01740,STAS domain
PMM0214,pfam:PF13792,PF13792
PMM0215,pfam:PF00490,Delta-aminolevulinic acid dehydratase
PMM0216,pfam:PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PMM0217,pfam:PF00488,MutS domain V
PMM0217,pfam:PF01713,Smr domain
PMM0217,pfam:PF05192,MutS domain III
PMM0218,pfam:PF01018,GTP1/OBG
PMM0218,pfam:PF01926,50S ribosome-binding GTPase
PMM0220,pfam:PF02672,CP12 domain
PMM0221,pfam:PF00043,"Glutathione S-transferase, C-terminal domain"
PMM0221,pfam:PF13409,"Glutathione S-transferase, N-terminal domain"
PMM0221,pfam:PF13410,"Glutathione S-transferase, C-terminal domain"
PMM0222,pfam:PF04952,AstE/AspA barrel-sandwich hybrid domain
PMM0223,pfam:PF00124,Photosynthetic reaction centre protein
PMM0224,pfam:PF01264,Chorismate synthase
PMM0225,pfam:PF01081,KDPG and KHG aldolase
PMM0226,pfam:PF00004,ATPase family associated with various cellular activities (AAA)
PMM0226,pfam:PF01434,Peptidase family M41
PMM0226,pfam:PF06480,FtsH Extracellular
PMM0226,pfam:PF17862,AAA+ lid domain
PMM0227,pfam:PF01747,ATP-sulfurylase
PMM0227,pfam:PF14306,PUA-like domain
PMM0228,pfam:PF01716,Manganese-stabilising protein / photosystem II polypeptide
PMM0229,pfam:PF02441,Flavoprotein
PMM0229,pfam:PF04127,DNA/pantothenate metabolism flavoprotein C-terminal domain
PMM0230,pfam:PF10742,Protein of unknown function (DUF2555)
PMM0232,pfam:PF04483,Protein of unknown function (DUF565)
PMM0233,pfam:PF00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
PMM0233,pfam:PF02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain"
PMM0234,pfam:PF02245,Methylpurine-DNA glycosylase (MPG)
PMM0235,pfam:PF02686,Glu-tRNAGln amidotransferase C subunit
PMM0236,pfam:PF00487,Fatty acid desaturase
PMM0237,pfam:PF07444,Ycf66 protein N-terminus
PMM0238,pfam:PF00133,"tRNA synthetases class I (I, L, M and V)"
PMM0238,pfam:PF06827,Zinc finger found in FPG and IleRS
PMM0238,pfam:PF08264,Anticodon-binding domain of tRNA ligase
PMM0239,pfam:PF11375,Protein of unknown function (DUF3177)
PMM0240,pfam:PF02390,Putative methyltransferase
PMM0241,pfam:PF00408,"Phosphoglucomutase/phosphomannomutase, C-terminal domain"
PMM0241,pfam:PF02878,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"
PMM0241,pfam:PF02879,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II"
PMM0241,pfam:PF02880,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III"
PMM0242,pfam:PF00085,Thioredoxin
PMM0243,pfam:PF02511,Thymidylate synthase complementing protein
PMM0244,pfam:PF00692,dUTPase
PMM0244,pfam:PF22769,dCTP deaminase-like
PMM0245,pfam:PF02572,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PMM0246,pfam:PF00027,Cyclic nucleotide-binding domain
PMM0246,pfam:PF13545,Crp-like helix-turn-helix domain
PMM0247,pfam:PF11283,Protein of unknown function (DUF3084)
PMM0249,pfam:PF11344,Protein of unknown function (DUF3146)
PMM0250,pfam:PF01195,Peptidyl-tRNA hydrolase
PMM0251,pfam:PF00737,Photosystem II 10 kDa phosphoprotein
PMM0252,pfam:PF02468,Photosystem II reaction centre N protein (psbN)
PMM0253,pfam:PF02532,Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
PMM0254,pfam:PF12600,Protein of unknown function (DUF3769)
PMM0255,pfam:PF00694,Aconitase C-terminal domain
PMM0256,pfam:PF00330,Aconitase family (aconitate hydratase)
PMM0257,pfam:PF00994,Probable molybdopterin binding domain
PMM0257,pfam:PF02464,Competence-damaged protein
PMM0258,pfam:PF00464,Serine hydroxymethyltransferase
PMM0259,pfam:PF13239,2TM domain
PMM0260,pfam:PF11378,Protein of unknown function (DUF3181)
PMM0261,pfam:PF03023,Lipid II flippase MurJ
PMM0262,pfam:PF03749,Sugar fermentation stimulation protein RE domain
PMM0263,pfam:PF00909,Ammonium Transporter Family
PMM0264,pfam:PF02401,LytB protein
PMM0265,pfam:PF07681,DoxX
PMM0266,pfam:PF01808,AICARFT/IMPCHase bienzyme
PMM0266,pfam:PF02142,MGS-like domain
PMM0267,pfam:PF02230,Phospholipase/Carboxylesterase
PMM0268,pfam:PF11352,Protein of unknown function (DUF3155)
PMM0269,pfam:PF00512,His Kinase A (phospho-acceptor) domain
PMM0269,pfam:PF01590,GAF domain
PMM0269,pfam:PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
PMM0270,pfam:PF02654,Cobalamin-5-phosphate synthase
PMM0271,pfam:PF01702,Queuine tRNA-ribosyltransferase
PMM0272,pfam:PF02533,Photosystem II 4 kDa reaction centre component
PMM0273,pfam:PF01408,"Oxidoreductase family, NAD-binding Rossmann fold"
PMM0273,pfam:PF02894,"Oxidoreductase family, C-terminal alpha/beta domain"
PMM0273,pfam:PF22725,GFO/IDH/MocA C-terminal domain
PMM0274,pfam:PF00571,CBS domain
PMM0274,pfam:PF01595,Cyclin M transmembrane N-terminal domain
PMM0274,pfam:PF03471,Transporter associated domain
PMM0275,pfam:PF00156,Phosphoribosyl transferase domain
PMM0276,pfam:PF01571,GCVT N-terminal domain
PMM0276,pfam:PF08669,Glycine cleavage T-protein C-terminal barrel domain
PMM0277,pfam:PF01930,Domain of unknown function DUF83
PMM0277,pfam:PF13482,RNase_H superfamily
PMM0277,pfam:PF14520,Helix-hairpin-helix domain
PMM0278,pfam:PF00408,"Phosphoglucomutase/phosphomannomutase, C-terminal domain"
PMM0278,pfam:PF02878,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"
PMM0278,pfam:PF02879,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II"
PMM0278,pfam:PF02880,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III"
PMM0279,pfam:PF01725,Ham1 family
PMM0280,pfam:PF03055,Retinal pigment epithelial membrane protein
PMM0281,pfam:PF00475,Imidazoleglycerol-phosphate dehydratase
PMM0282,pfam:PF13561,Enoyl-(Acyl carrier protein) reductase
PMM0283,pfam:PF00578,AhpC/TSA family
PMM0283,pfam:PF08534,Redoxin
PMM0284,pfam:PF01041,DegT/DnrJ/EryC1/StrS aminotransferase family
PMM0285,pfam:PF00875,DNA photolyase
PMM0285,pfam:PF03441,FAD binding domain of DNA photolyase
PMM0286,pfam:PF00293,NUDIX domain
PMM0287,pfam:PF01288,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)"
PMM0288,pfam:PF01078,"Magnesium chelatase, subunit ChlI"
PMM0288,pfam:PF13519,von Willebrand factor type A domain
PMM0289,pfam:PF02470,MlaD protein
PMM0290,pfam:PF00005,ABC transporter
PMM0291,pfam:PF01933,2-phospho-L-lactate transferase CofD
PMM0292,pfam:PF00329,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
PMM0293,pfam:PF01058,"NADH ubiquinone oxidoreductase, 20 Kd subunit"
PMM0294,pfam:PF00507,"NADH-ubiquinone/plastoquinone oxidoreductase, chain 3"
PMM0295,pfam:PF00301,Rubredoxin
PMM0296,pfam:PF14870,Photosynthesis system II assembly factor YCF48
PMM0297,pfam:PF00283,"Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits"
PMM0297,pfam:PF00284,"Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit"
PMM0298,pfam:PF00283,"Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits"
PMM0299,pfam:PF02419,PsbL protein
PMM0300,pfam:PF01788,PsbJ
